doc_id,group,period,channel,blame,colored,unsure
31118,C_after,after,lobaev_vlad,net_atribucii,False,
36625,A_after_sample,after,new_militarycolumnist,net_atribucii,False,
23118,C_after,after,donrf22,sistema,True,
23165,C_after,after,donrf22,net_atribucii,False,
54367,intersection,before,veteranrossii_online,net_atribucii,False,
5819,C_after,after,SolovievLive,net_atribucii,False,
56351,C_after,after,voenkorKotenok,sistema,True,
44747,C_after,after,rightcourse,sistema,True,
22804,A_after_sample,after,DonbassYasinovatayanaliniiOgnia,net_atribucii,False,
61239,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
37549,C_after,after,notes_veterans,sistema,True,
23146,A_after_sample,after,donrf22,net_atribucii,False,
52144,C_after,after,soldat_prav,ispolniteli,True,
52976,A_after_sample,after,vadim_trukhachyov,ispolniteli,True,
132,C_after,after,ASWman,sistema,True,
37550,C_after,after,notes_veterans,ispolniteli,True,False
1250,C_after,after,AdekVatnye_novosty,net_atribucii,False,False
46430,C_after,after,RSaponkov,sistema,True,False
5726,C_after,after,SolovievLive,net_atribucii,False,False
40352,C_after,after,podled,sistema,True,False
56905,C_after,after,vysokygovorit,net_atribucii,False,False
44702,C_after,after,rightcourse,net_atribucii,False,False
20395,C_after,after,chvkmedia,vneshnij,True,False
37870,C_after,after,olegsepar,ispolniteli,True,False
53669,intersection,after,veteranrossii_online,ispolniteli,False,False
28400,C_after,after,holmogor_talks,ispolniteli,True,False
42720,intersection,before,readovkanews,net_atribucii,False,False
1211,C_after,after,AdekVatnye_novosty,net_atribucii,False,False
28399,C_after,after,holmogor_talks,net_atribucii,False,False
40,A_after_sample,after,ASWman,ispolniteli,False,False
40347,C_after,after,podled,ispolniteli,True,False
28442,C_after,after,holmogor_talks,sistema,True,False
41358,A_after_sample,after,readovkanews,ispolniteli,False,False
6092,intersection,after,SolovievLive,ispolniteli,False,False
3125,A_after_sample,after,DeusVultDonbass,vneshnij,True,False
171,A_after_sample,after,ASWman,ispolniteli,False,False
17299,C_after,after,ZAnashihPugachev,sistema,True,False
1311,C_after,after,AdekVatnye_novosty,sistema,True,False
44740,A_after_sample,after,rightcourse,sistema,True,False
34079,C_after,after,milinfolive,vneshnij,False,False
20016,intersection,before,boris_rozhin,ispolniteli,False,False
357,C_after,after,ASWman,net_atribucii,False,False
61281,A_after_sample,after,warhistoryalconafter,net_atribucii,False,False
323,C_after,after,ASWman,sistema,True,False
739,intersection,before,ASWman,net_atribucii,False,False
23218,C_after,after,donrf22,sistema,True,False
24154,A_after_sample,after,dva_majors,ispolniteli,False,False
28456,C_after,after,holmogor_talks,ispolniteli,True,False
55472,C_after,after,vlagr,net_atribucii,False,False
57395,C_after,after,WarDonbass,net_atribucii,False,False
40320,A_after_sample,after,podled,ispolniteli,True,False
61427,C_after,after,warhistoryalconafter,vneshnij,True,False
6107,C_after,after,SolovievLive,vneshnij,True,False
54342,intersection,before,veteranrossii_online,net_atribucii,False,False
65474,C_after,after,zeleniy_krai,net_atribucii,True,False
23170,C_after,after,donrf22,sistema,True,False
24157,C_after,after,dva_majors,net_atribucii,False,False
1322,C_after,after,AdekVatnye_novosty,sistema,True,False
31354,C_after,after,mardanaka,sistema,True,False
51180,C_after,after,sashakots,net_atribucii,True,False
52929,A_after_sample,after,vadim_trukhachyov,ispolniteli,True,False
45279,intersection,before,rightcourse,kreml_ap,True,False
61329,A_after_sample,after,warhistoryalconafter,net_atribucii,False,False
40341,C_after,after,podled,ispolniteli,True,False
159,intersection,after,ASWman,ispolniteli,True,False
2355,C_after,after,Agdchan,sistema,True,False
61352,A_after_sample,after,warhistoryalconafter,net_atribucii,False,False
23149,A_after_sample,after,donrf22,ispolniteli,True,False
56846,C_after,after,vozlevoiny,net_atribucii,False,True
53521,intersection,before,vadim_trukhachyov,net_atribucii,False,False
56925,C_after,after,vysokygovorit,ispolniteli,True,False
3211,A_after_sample,after,PravdaShuravi,ispolniteli,True,False
3202,C_after,after,PravdaShuravi,sistema,True,False
31295,C_after,after,mardanaka,sistema,True,False
56683,intersection,before,voenkorKotenok,ispolniteli,True,False
335,A_after_sample,after,ASWman,ispolniteli,True,False
37864,A_after_sample,after,olegsepar,ispolniteli,False,False
38694,C_after,after,opoveshenie,sistema,True,False
32530,C_after,after,mig41,net_atribucii,True,False
34105,C_after,after,milinfolive,net_atribucii,False,False
37866,A_after_sample,after,olegsepar,ispolniteli,False,False
44825,C_after,after,rightcourse,meta_ironiya,True,False
40379,A_after_sample,after,podled,ispolniteli,True,False
31318,intersection,after,mardanaka,net_atribucii,False,False
18147,C_after,after,bomber_fighter,net_atribucii,False,False
24195,C_after,after,dva_majors,sistema,True,False
44768,A_after_sample,after,rightcourse,ispolniteli,True,False
31403,A_after_sample,after,mardanaka,ispolniteli,False,False
110,A_after_sample,after,ASWman,ispolniteli,True,False
48424,C_after,after,RVvoenkor,vneshnij,True,False
37878,C_after,after,olegsepar,ispolniteli,True,False
2352,C_after,after,Agdchan,net_atribucii,True,False
201,C_after,after,ASWman,ispolniteli,True,False
52909,C_after,after,vadim_trukhachyov,sistema,True,False
1270,C_after,after,AdekVatnye_novosty,net_atribucii,False,False
27484,A_after_sample,after,golosmordora1,ispolniteli,True,False
44658,C_after,after,rightcourse,sistema,True,False
23147,C_after,after,donrf22,sistema,True,False
44744,intersection,after,rightcourse,ispolniteli,True,False
183,C_after,after,ASWman,meta_ironiya,True,False
23164,C_after,after,donrf22,sistema,True,False
44780,C_after,after,rightcourse,sistema,True,False
50946,C_after,after,sanya_florida,vneshnij,True,False
5837,A_after_sample,after,SolovievLive,ispolniteli,False,False
41390,C_after,after,readovkanews,net_atribucii,False,False
52935,intersection,after,vadim_trukhachyov,sistema,True,False
50114,C_after,after,rybar,sistema,True,False
3124,C_after,after,DeusVultDonbass,net_atribucii,False,False
40278,C_after,after,panzwaffle,net_atribucii,True,False
157,C_after,after,ASWman,ispolniteli,True,False
61741,intersection,before,warhistoryalconafter,ispolniteli,True,False
28428,A_after_sample,after,holmogor_talks,ispolniteli,True,False
34091,A_after_sample,after,milinfolive,net_atribucii,False,False
35283,intersection,after,nationconsunion,meta_ironiya,True,False
61419,A_after_sample,after,warhistoryalconafter,ispolniteli,True,False
44822,A_after_sample,after,rightcourse,ispolniteli,False,False
61377,C_after,after,warhistoryalconafter,net_atribucii,True,False
52150,C_after,after,soldat_prav,sistema,True,False
52904,C_after,after,vadim_trukhachyov,sistema,True,False
53712,intersection,after,veteranrossii_online,peskov,False,False
56797,C_after,after,voenniikadrovik,ispolniteli,False,False
44765,C_after,after,rightcourse,sistema,True,False
28440,C_after,after,holmogor_talks,ispolniteli,True,False
44755,C_after,after,rightcourse,sistema,True,False
61398,C_after,after,warhistoryalconafter,net_atribucii,False,False
24235,C_after,after,dva_majors,ispolniteli,True,False
18285,C_after,after,boris_rozhin,vneshnij,False,False
52003,C_after,after,sibrednek,ispolniteli,True,False
41319,C_after,after,readovkanews,ispolniteli,False,False
18172,C_after,after,bomber_fighter,sistema,True,False
37561,A_after_sample,after,notes_veterans,ispolniteli,True,False
23180,C_after,after,donrf22,net_atribucii,False,False
55473,C_after,after,vlagr,sistema,True,False
28449,C_after,after,holmogor_talks,ispolniteli,True,False
25401,C_after,after,epoddubny,sistema,True,False
44761,A_after_sample,after,rightcourse,ispolniteli,True,False
35302,C_after,after,nationconsunion,kreml_ap,True,False
37833,A_after_sample,after,olegsepar,ispolniteli,True,False
28382,C_after,after,holmogor_talks,ispolniteli,True,False
24189,C_after,after,dva_majors,ispolniteli,False,False
6150,intersection,after,SolovievLive,peskov,False,False
35064,C_after,after,mkoleda,net_atribucii,False,False
64982,A_after_sample,after,yurasumy,sistema,True,False
29109,C_after,after,ikakprosto,vneshnij,True,False
16719,C_after,after,SonOfMonarchy,sistema,True,False
368,A_after_sample,after,ASWman,ispolniteli,True,False
40362,C_after,after,podled,ispolniteli,True,False
44791,A_after_sample,after,rightcourse,sistema,True,False
73,A_after_sample,after,ASWman,sistema,True,False
6257,C_after,after,SolovievLive,net_atribucii,False,False
50140,C_after,after,rybar,sistema,True,False
46445,C_after,after,RSaponkov,sistema,False,
344,C_after,after,ASWman,sistema,True,
5640,C_after,after,SolovievLive,vneshnij,False,
55261,C_after,after,vezhlivye_zlye,sistema,True,
148,A_after_sample,after,ASWman,ispolniteli,True,
31370,C_after,after,mardanaka,ispolniteli,True,
31397,C_after,after,mardanaka,sistema,True,
6331,C_after,after,SolovievLive,net_atribucii,False,
31264,A_after_sample,after,mardanaka,ispolniteli,True,
61190,C_after,after,warhistoryalconafter,sistema,False,
3213,C_after,after,PravdaShuravi,ispolniteli,True,
42729,intersection,before,readovkanews,net_atribucii,False,
48451,C_after,after,RVvoenkor,sistema,False,
45,C_after,after,ASWman,sistema,True,
34439,C_after,after,militarymaps,sistema,True,
17699,intersection,before,antiseptic_channel,net_atribucii,False,
34055,C_after,after,milinfolive,net_atribucii,False,
23168,C_after,after,donrf22,ispolniteli,True,
23123,A_after_sample,after,donrf22,ispolniteli,True,
61424,intersection,after,warhistoryalconafter,ispolniteli,False,
48446,C_after,after,RVvoenkor,sistema,False,
16706,C_after,after,SonOfMonarchy,sistema,False,
44663,C_after,after,rightcourse,sistema,True,
25674,C_after,after,first_political,sistema,False,
38692,C_after,after,opoveshenie,net_atribucii,False,
32549,C_after,after,mig41,sistema,True,
61195,C_after,after,warhistoryalconafter,sistema,True,
48535,A_after_sample,after,RVvoenkor,ispolniteli,False,
23183,C_after,after,donrf22,sistema,True,
53734,A_after_sample,after,veteranrossii_online,net_atribucii,False,
37823,C_after,after,olegsepar,net_atribucii,False,
36665,C_after,after,new_militarycolumnist,ispolniteli,True,
36615,A_after_sample,after,new_militarycolumnist,ispolniteli,True,
61330,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
32519,A_after_sample,after,mig41,ispolniteli,False,
23254,C_after,after,donrf22,sistema,True,
31259,A_after_sample,after,mardanaka,sistema,True,
37569,C_after,after,notes_veterans,sistema,False,
20406,C_after,after,chvkmedia,ispolniteli,True,
44710,C_after,after,rightcourse,sistema,True,
1278,C_after,after,AdekVatnye_novosty,sistema,False,
27480,intersection,after,golosmordora1,net_atribucii,False,
52974,C_after,after,vadim_trukhachyov,ispolniteli,True,
41237,C_after,after,rabotaembrat,sistema,False,
22790,C_after,after,DonbassYasinovatayanaliniiOgnia,sistema,True,
44648,C_after,after,rightcourse,sistema,True,
61254,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
55471,C_after,after,vlagr,kreml_ap,True,
34092,C_after,after,milinfolive,sistema,True,
37567,C_after,after,notes_veterans,sistema,False,
5618,intersection,after,SolovievLive,putin_lichno,False,
28433,C_after,after,holmogor_talks,sistema,True,
32485,A_after_sample,after,mig41,ispolniteli,True,
168,C_after,after,ASWman,sistema,True,
47020,intersection,before,russia_nacionalist,sistema,True,
41495,C_after,after,readovkanews,vneshnij,True,
5662,C_after,after,SolovievLive,net_atribucii,False,
23140,C_after,after,donrf22,meta_ironiya,True,
67,C_after,after,ASWman,sistema,True,
6105,C_after,after,SolovievLive,net_atribucii,False,
24177,C_after,after,dva_majors,sistema,True,
1280,C_after,after,AdekVatnye_novosty,sistema,False,
18372,C_after,after,boris_rozhin,vneshnij,False,
123,C_after,after,ASWman,sistema,True,
61441,C_after,after,warhistoryalconafter,ispolniteli,True,
40312,A_after_sample,after,podled,ispolniteli,True,
41322,A_after_sample,after,readovkanews,ispolniteli,False,
18162,C_after,after,bomber_fighter,net_atribucii,False,
64984,C_after,after,yurasumy,net_atribucii,False,
52919,C_after,after,vadim_trukhachyov,ispolniteli,True,
32533,A_after_sample,after,mig41,ispolniteli,False,
312,C_after,after,ASWman,sistema,True,
36627,A_after_sample,after,new_militarycolumnist,ispolniteli,False,
52130,A_after_sample,after,soldat_prav,ispolniteli,True,
37573,C_after,after,notes_veterans,sistema,True,
37854,C_after,after,olegsepar,sistema,True,
52960,A_after_sample,after,vadim_trukhachyov,ispolniteli,True,
54,intersection,after,ASWman,ispolniteli,True,
27494,C_after,after,golosmordora1,sistema,True,
1308,C_after,after,AdekVatnye_novosty,net_atribucii,False,
35306,C_after,after,nationconsunion,meta_ironiya,True,
170,C_after,after,ASWman,sistema,True,
34060,C_after,after,milinfolive,ispolniteli,True,
56842,C_after,after,vozlevoiny,sistema,True,
25657,C_after,after,first_political,sistema,False,
52122,A_after_sample,after,soldat_prav,ispolniteli,True,
37578,C_after,after,notes_veterans,sistema,False,
31117,C_after,after,lobaev_vlad,ispolniteli,True,
28404,C_after,after,holmogor_talks,ispolniteli,True,
347,A_after_sample,after,ASWman,ispolniteli,True,
28454,C_after,after,holmogor_talks,sistema,True,
61236,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
56362,C_after,after,voenkorKotenok,net_atribucii,False,
6081,C_after,after,SolovievLive,vneshnij,True,
28416,C_after,after,holmogor_talks,sistema,True,
46692,A_after_sample,after,rusfleet,net_atribucii,False,
31300,A_after_sample,after,mardanaka,ispolniteli,True,
28240,C_after,after,Hard_Blog_Line,sistema,True,
3776,C_after,after,SIL0VIKI,sistema,True,
261,C_after,after,ASWman,sistema,True,
18168,C_after,after,bomber_fighter,net_atribucii,False,
17235,C_after,after,Ural_Otvag2022,net_atribucii,False,
29218,C_after,after,istorijaoruzijaZ,sistema,True,
44726,C_after,after,rightcourse,sistema,True,
825,intersection,before,ASWman,net_atribucii,True,
18223,C_after,after,boris_rozhin,net_atribucii,False,
46613,intersection,before,RSaponkov,net_atribucii,False,
61342,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
37853,C_after,after,olegsepar,sistema,True,
103,A_after_sample,after,ASWman,ispolniteli,True,
3208,C_after,after,PravdaShuravi,net_atribucii,False,
61151,C_after,after,warhistoryalconafter,sistema,False,
52132,C_after,after,soldat_prav,sistema,False,
18249,C_after,after,boris_rozhin,ispolniteli,True,
6006,C_after,after,SolovievLive,net_atribucii,False,
146,A_after_sample,after,ASWman,ispolniteli,True,
18258,C_after,after,boris_rozhin,vneshnij,False,
55521,intersection,before,vlagr,sistema,True,
18173,C_after,after,bomber_fighter,sistema,True,
56347,C_after,after,voenkorKotenok,sistema,False,
40327,A_after_sample,after,podled,ispolniteli,True,
55468,C_after,after,vlagr,sistema,True,
50930,C_after,after,sanya_florida,ispolniteli,True,
213,C_after,after,ASWman,sistema,True,
56930,C_after,after,vysokygovorit,ispolniteli,True,
365,C_after,after,ASWman,net_atribucii,False,
17761,intersection,before,antiseptic_channel,net_atribucii,False,
52968,C_after,after,vadim_trukhachyov,ispolniteli,True,
31360,C_after,after,mardanaka,sistema,True,
3794,intersection,after,SIL0VIKI,sistema,True,
61181,C_after,after,warhistoryalconafter,sistema,False,
37774,A_after_sample,after,olegsepar,ispolniteli,True,
44730,A_after_sample,after,rightcourse,sistema,True,
37776,C_after,after,olegsepar,ispolniteli,True,
52125,C_after,after,soldat_prav,sistema,True,
20384,A_after_sample,after,chvkmedia,ispolniteli,False,
