trigger,guard,count,examples
prezident,country:Дания,11,"[""Я просто цитирую укросми, и уже становится смешно: «Мы не начали контрнаступление раньше, потому что было нечем», - Зеленский «У нас был дефицит танков. Могли погибнуть тысячи ч..."", ""🖥️ Сюжет Berliner Zeitung: Экзистенциальный кризис в военном альянсе — Трамп угрожает выходом из НАТО. Дональд Трамп больше не ставит под сомнение вывод США из НАТО. Это связано..."", ""WSJ: «Трамп хочет повторить идею Трумэна, предлагавшего купить у Дании Гренландию. Президент уже обсудил эту идею с советниками и попросил изучить возможность сделки» Таким обра..."", ""Интересное за сегодня: – США возобновят поставки Израилю авиабомб, приостановленные в апреле – Axios – Армения получила приглашение принять участие в мероприятии партнерского фо..."", ""Зеленский вместе с Первой леди прибыли в парламент Дании. Президент произнесет речь перед датскими парламентариями."", ""Геннадий Гудков пытается в Шендеровича. Но Витя хоть умный, а вот у Геннадия с этим не очень, поэтому получается какая-то дикая стыдная нелепица. Уж лучше бы что-нибудь про през..."", ""⚡️🇷🇺 ДАТСКИЕ Т-72 и БМП для УКРАИНЫ за СОТНИ миллионов ЕВРО! - Откуда у Дании Т-72? - Президент Словакии унизил Украину! - Илон Маск угарает над помощью ВСУ! - КЕМ сейчас заняты..."", ""«У нас теперь есть ATACMS, и мы будем их использовать» — Зеленский подтвердил разрешение на дальнобойные удары по «старой» России На пресс-конференции с премьер-министром Дании ...""]"
prezident,country:Ангола,11,"[""Скончался бывший президент Анголы Жозе Эдуарду душ Сантуш. Мне довелось знать его лично. Он был искренним другом нашей страны, внес огромный вклад в развитие отношений между Рос..."", ""❗️Байден сидит и ухмыляется прессе, игнорируя их вопросы после встречи с президентом Анголы."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""Президенту США Джо Байдену опять потребовалась помощь в преодолении ступенек. На этот раз услугу ему оказал президент Анголы Жуан Лоренсу. Байден сейчас находится в своей первой..."", ""Для Байдена и его администрации происходящее в Южной Корее явно стало сюрпризом. Находящийся с визитом в Анголе президент США не смог внятно прокомментировать ситуация с стране,..."", ""​Представители Военной академии Генерального штаба ВС РФ и вооруженных сил Анголы, а также Высшей военной школы генштаба республики обсудили вопросы расширения сотрудничества в ..."", ""🇦🇴🇺🇸 О визите Байдена в Анголу и «саммите коридора Лобиту» Еще с конца сентября было известно, что президент США Джо Байден сделает поездку в Анголу одним из финальных визитов в...""]"
prezident,country:Малави,11,"[""\""Самый страшный телохранитель в мире\"" был замечен на церемонии приведения к присяге президента Малави 29-е мая 2019-го года"", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""​​🇲🇼 После обнуления. За кулисами «образцовой африканской демократии» Жители Малави — с недавних пор «образцовой демократии Африки» — вновь вышли к урнам после того, как Констит..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""\""Самый страшный телохранитель в мире\"" был замечен на церемонии приведения к присяге президента Малави 29-е мая 2019-го года"", ""Президент Малави отдал приказ военным готовиться к выводу своих войск из восточной части Демократической республики Конго. Бурунди направила дополнительно 2000 военнослужащих на..."", ""Кортеж президента Малави Питера Мутарики... на зависть Трампу. #Африка @nеw_militarycolumnist"", ""\""Самый страшный телохранитель в мире\"" был замечен на церемонии приведения к присяге президента Малави 29-е мая 2019-го года""]"
prezident,country:Албания,11,"[""The Guardian: Экс-мэр Нью-Йорка получил гражданство Албании — пока в США его преследовали, Балканы приютили Бывший мэр Нью-Йорка Эрик Адамс, чья политическая карьера рухнула под..."", ""🇺🇸🇦🇿🇦🇲«Мы уладили войну между «Абер-байджаном» и Албанией», - Трамп Президент США снова перепутал Армению с Албанией, а теперь ещё и назвал Азербайджан — «Абер-байджаном». У нас..."", ""🔺Дайджест основных событий в Центральной Азии за неделю: 🇹🇯 В Душанбе прошёл военный парад в честь 32-й годовщины Государственной независимости и 30-й годовщины образования воор..."", ""🇦🇱 🇽🇰 Хашим Тачи был радушно принят в Албании Лидер Косово посетил Тирану с официальным визитом, в ходе которого провёл встречи с президентом и премьер-министром страны. Договор..."", ""🇦🇱 Первоисточником новости про переселение 30 тысяч беженцев из Турции выступил самый популярный телеканал Албании Top Channel. Кроме того, на телеканале сообщили, что с прошлог..."", ""Главное в вечернем обращении Зеленского: 1. Рассказал о телефонных разговорах с премьером Албании и президентом ОАЭ. С последним – об освобождении украинских пленных. 2. Сообщил..."", ""Трамп уже забыл, что встречался с императором Камбоджи Пашиняном и президентом Албании Алиевым. Помнит только, что закончил семь войн."", ""Интересное такое видео прокатилось со встречи Эрдогана с Макроном на полях европейского саммита в Албании. Президент Турции во время рукопожатия схватил президента Франции за па...""]"
prezident,country:Испания,11,"[""🖥️ Каролин Ливитт заявила, что Испания сотрудничает с американскими военными, т.к. они вчера громко и ясно услышали послание президента: «Что касается Испании, я думаю, что они ..."", ""Одна из главных тем, муссируемых с утра на федеральных СМИ, - это одобренная властями Испании инициатива президента Франции Эммануэля Макрона о создании общеевропейской армии. У..."", ""​​🇺🇾 Новый президент Уругвая вступил в должность и рассказал приоритетах своего правительства Новый президент Уругвая Лакалье По накануне вступил в должность. Таким образом, пре..."", ""Бывший кандидат в президенты Венесуэлы от оппозиции Эдмундо Гонсалес бежал в Испанию. Сейчас президент Литвы вручит ему удостоверение президента Венесуэлы и у Светы Тихановской ..."", ""Премьер-министр Испании, президент Европейского совета и премьер-министр Португалии ушли на самоизоляцию после встречи с президентом Франции Эмманюэлем Макроном, который сдал по..."", ""Сказ о том, как русские асы Балтфлота, выполнявшие сегодня рутинные рейсы на паре Су-24 по программе БП в воздушном пространстве Балтийского моря, встревожили асов из НАТО, дежу..."", ""\""Обезьяна с гранатой\"" Дональд вслед за Данией полез на Испанию Испания – это \""страна-неудачница\"" и \""не командный игрок\"", считает дедушка Донни. По его словам, Мадрид враждебно о..."", ""Одна из главных тем, муссируемых с утра на федеральных СМИ, - это одобренная властями Испании инициатива президента Франции Эммануэля Макрона о создании общеевропейской армии. У...""]"
prezident,country:Парагвай,11,"[""Временно G19. Президент Парагвая Сантьяго Пенья покинул проходящий в Рио-де-Жанейро саммит Группы двадцати (G20) в машине скорой помощи из-за боли в груди. Об этом сообщила газе..."", ""Зеленский в Америке встретился с президентом Парагвая. Да, встреча полезная. Надеюсь, парагваец рассказал, как за шесть лет войны в 19-м веке было уничтожено до 90% мужчин его с..."", ""🇵🇾🧩🇺🇦 Парагвайские вилы На фото диктатор Парагвая Франциско Лопес и Владимир Зеленский❗️❗️ Похож или нет, вам решать, но у них одна логика диктаторского поведения. Напомним эту ..."", ""🇻🇪🇪🇺🌎Кстати, вице-президент Боливарианской республики также приехала в Брюссель. Делси Родригес уже потребовала отмены санкций против Венесуэлы, посокрушалась, что европейские г..."", ""🇺🇦🇵🇾Товарищ Зеленский продолжает онлайн-обзвоны западнополушарных земель. На этот раз трубку пришлось взять президенту Парагвая Марито Абдо. Одна из тем «исторических» переговор..."", ""«От опоздания до пяти собак на жезле». Какими необычными деталями запомнилась инаугурация нового президента Аргентины 🟣 Инаугурацию Хавьера Милея, которая состоялась 10 декабря ..."", ""Министр внутренних дел и президент Парагвая совершили прыжок с парашютом в честь 100-летнего юбилея национальных ВВС. #Парагвай @new_militarycolumnist"", ""​​В трагедии в американском Майами-бич скорее всего погибли более 150 человек. Рассказываем, почему даже в Америке иногда падают дома 24 июня в городке Серфсайд рядом с Майами-б...""]"
prezident,country:Джибути,11,"[""— Greek? Italian? — спрашивает меня африканец-привратник Подворья Св. Марии. Мы в Джибути, рядом — промзона, цементный завод, склады, порт, каменистая пустыня. А тут, за оградко..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""​​🇩🇯 На морских перекрестках. О президентских выборах в Джибути Он не хотел этого, но его вынудили. Сложно не уступить зову «живых сил нации» и чаяний благодарной молодежи. Если..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""— Greek? Italian? — спрашивает меня африканец-привратник Подворья Св. Марии. Мы в Джибути, рядом — промзона, цементный завод, склады, порт, каменистая пустыня. А тут, за оградко..."", ""— Greek? Italian? — спрашивает меня африканец-привратник Подворья Св. Марии. Мы в Джибути, рядом — промзона, цементный завод, склады, порт, каменистая пустыня. А тут, за оградко..."", ""📝Полыхнёт? Да, должно📝 Наброски на тему африканских выборов 2026 года Пока западные горе-политологи ищут слова, как подвести итоги африканским выборам ушедшего года, которые опя..."", ""🇸🇴 Что происходит в Сомали? обстановка за 29 января — 4 февраля 2023 года В Сомали сохраняется напряженная обстановка. Правительственные войска провели несколько операций против...""]"
prezident,country:Гамбия,10,"[""Президент Гамбии заявил, что ЛГБТ расшифровывается как «лепра, гонорея, бактерии и туберкулез». Нобелевскую премию этому господину из Гамбии 😀 Наш слон 💪"", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""🇸🇳 О конфликте на юге Сенегала Часть 2 — современная ситуация В 2014 году в «Движении» произошел раскол: часть лидеров согласились на заключение мирного соглашения. Однако воени..."", ""🇸🇳 О конфликте на юге Сенегала Часть 1 – истоки кризиса В 2024 году в Сенегале пройдут президентские выборы. Несмотря на нежелание нынешнего президента Маки Салла высказываться ..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""\""Принуждение к инаугурации\"" На Африку (кроме северной, арабской) всем конечно традиционно плевать, но тем временем международная группировка Африканского союза планирует завтра ..."", ""Коммандос обеспечивают безопасность прибытия президента Гамбии Адама Бэрроу на самолете Cn-235 ВВС Сенегала, в небе кружит боевой самолёт, а вдали завис Ми-17. @new_militarycolu..."", ""🇸🇳 О конфликте на юге Сенегала Часть 2 — современная ситуация В 2014 году в «Движении» произошел раскол: часть лидеров согласились на заключение мирного соглашения. Однако воени...""]"
prezident,country:Намибия,9,"[""Президент Намибии дает по лицу немецкому послу мокрой тряпкой"", ""Заявления президента Намибии Хаге Гейнгоба в интервью ТАСС: 📌Второй саммит Россия — Африка, который пройдет в июле в Санкт-Петербурге, поможет сторонам укрепить отношения, а так..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""Посол Германии в Намибии пожаловался президенту этой страны на засилье китайцев. - Сейчас их здесь в 4 раза больше, чем немцев. Такого нет больше нигде в мире. И я… - А в чем пр..."", ""Посол Германии в Намибии пожаловался президенту Намибии Хаге Гейнгобу на засилье китайцев в стране и узнал о европейцах много нового: В Намибии, например, проживает китайцев в 4..."", ""Авиадиспетчер из Бостона Марк Шили прислал для читателей канала Operline.ru выписку из заявки на перелет с полетным планом Namibian Аir Force One (это самолёт, который перевозит..."", ""Посол Германии в Намибии пожаловался президенту этой страны на засилье китайцев. - Сейчас их здесь в 4 раза больше, чем немцев. Такого нет больше нигде в мире. И я… - А в чем пр...""]"
prezident,country:Либерия,9,"[""🖥️ Во время встречи с лидерами африканских стран Дональд Трамп похвалил президента Либерии за великолепный английский и поинтересовался, где тот выучил язык. Казалось бы, станда..."", ""Дальше — еще лучше. Трамп президенту Либерии: «Вы очень хорошо говорите по-английски. Где вы его выучили?» (Английский — официальный язык Либерии). Причём страну основали соотеч..."", ""​​🇱🇷 «Право на секс». Об эпидемии изнасилований в Либерии Правительство Либерии объявило захлестнувшую страну эпидемию изнасилований чрезвычайной ситуацией национального масштаб..."", ""Лидеры африканских стран на приёме у властелина полумира. «У нас очень плотное расписание. Было бы отлично если вы просто назовёте названия ваших стран». После этого Трамп спрос..."", ""Очень интересная смена риторики Зеленского - из \""западопоконной\"" на обиженную. По сути, именно он сейчас выступает в качестве разжигателя Третьей Мировой, критикуя мирные инициа..."", ""📝Африканские приключения Тима Спайсера и Co📝 За последние три десятилетия британские частные разведывательные и политтехнологические структуры неоднократно вмешивались в африкан..."", ""Трамп показал скудоумие на встрече с президентом Либерии Он, похоже, вообще к таким встречам не готовится. Даже в Википедии хотя бы вводную часть не читает. - Вы очень хорошо ра..."", ""Трамп показал скудоумие на встрече с президентом Либерии Он, похоже, вообще к таким встречам не готовится. Даже в Википедии хотя бы вводную часть не читает. - Вы очень хорошо ра...""]"
prezident,country:Эфиопия,9,"[""Президент Эфиопии Тайе Ацке-Селассие прибыл в Москву на празднование 9 мая."", ""🔴🔴🔴🔴🔴🔴 Сегодня в Казани собралось 5,2 миллиарда населения нашей планеты из 8,2 миллиардов. Поэтому не хватает небольшого большинства, надеюсь, и этим прирастём. Очень активно пр..."", ""Роман Антоновский, писатель, публицист, автор Telegram-канала «Сыны Монархии» @SonOfMonarchy Двойные стандарты и фарисейство Запада при оценке тех или иных конфликтов можно увид..."", ""Пора уже привыкнуть к тому, что выдача Нобелевской премии в гуманитарной сфере стала полной профанацией. В литературе давно уже выдают за повесточку, а не за талант. Так, я писа..."", ""С одной стороне, помогать Эфиопии надо. Большая христианская страна вполне могла бы стать верным союзником России между Северной и Черной Африкой. Царская Россия это понимала, п..."", ""Туран добрался и до Африки. Я вам уже писал про интересный замес в Эфиопии. Долгие годы это была сильная пророссийская африканская держава, избежавшая колонизации (не без помощи..."", ""🛬Александр Лукашенко прилетел в Москву для участия в мероприятиях к 80-летию Победы. Также в столице приземлились лидер Казахстана Касым-Жомарт Токаев и президент Республики Сер..."", ""Сотрудники службы безопасности президента Эфиопии вооружены автоматическими винтовками Tavor израильского производства. @new_militarycolumnist""]"
prezident,country:Нидерланды,8,"[""После визита в Нидерланды президент Украины Владимир Зеленский переместился в Данию, где на авиабазе Скридструп провел переговоры с премьер-министром Дании Мэтте Фредериксен все..."", ""Це п*здец Переводчик Зеленского подвёл итог после речи президента в Нидерландах. На саммите страны подписали договор о совместном производстве БПЛА."", ""Байден одобрил обучение украинских пилотов на американских истребителях F-16. \""Как вы знаете, процесс подготовки украинских пилотов на истребителях F-16 возглавляют Дания и Ниде..."", ""Це п*здец Переводчик Зеленского подвёл итог после речи президента в Нидерландах. На саммите страны подписали договор о совместном производстве БПЛА."", ""Премьер-министр Нидерландов и президент Украины на авиабазе ВВС Нидерландов осматривают американский истребитель F-16. Предполагается, что первые поставки данных самолетов на Ук..."", ""Украина и Нидерланды подписали соглашение о гарантиях безопасности, по которому Амстердам обязуется выделить Киеву в этом году военную помощь на €2 млрд евро и оказывать поддерж..."", ""В ходе посещения Зеленским Нидерландов украинскому президенту показали вооружения, которые планируется передать Киеву. Среди них боевые разведывательные машины FENNEK и ЗРК Patr..."", ""Макрон едет на Украину далеко не первым, с начала февраля Киев посетили главы правительств Польши, Нидерландов, Великобритании, президент Турции. При этом повестки трех из них и...""]"
prezident,country:Непал,8,"[""❗️ Президент Непала Рам Чандра Паудел подал в отставку на фоне беспорядков в стране, сообщает India Today Во вторник Непал погрузился в пучину политических беспорядков после тог..."", ""❗️ Армия Непала эвакуировала президента страны после того, как участники беспорядков проникли в его резиденцию — СМИ. Главное к этому часу: 🟥Участники беспорядков в Непале подож..."", ""В Катманду протестующие уже подожгли резиденцию премьер-министра, здание парламента, здание окружного суда, офис генерального прокурора (протестующие оптом сжигают уголовные дел..."", ""Президент Непала подал в отставку на фоне беспорядков в стране — протестующие поймали и избили глав МИД и Минфина, а также экс-премьера страны Протесты, начавшиеся в Непале, про..."", ""❗️Путин выразил соболезнования президенту Непала в связи с крушением самолета под городом Покхар По данным AFP, на месте крушения найдены выжившие. Предположительно, в результат..."", ""Непал готовится к выборам временного правительства В Непале на третий день после переворота обстановка остаётся тихой, но напряжённой. Погромы прекратились, военные патрулируют ..."", ""🇳🇵Chat GPT выбрал премьер-министра в Непале. Им стала 73-летняя Сушила Карки, ранее занимавшая пост главного судьи. Восставшие зумеры, свергнувшие правительство страны, выбрали ..."", ""🇳🇵 Президент Непала уходит в отставку на фоне беспорядков в стране, сообщают местные СМИ""]"
prezident,country:Бангладеш,7,"[""— Протесты в Бангладеш: бегство премьер-министра из страны Обстановка по состоянию на 16.00 5 августа 2024 года К логическому завершению подходят демонстрации в Бангладеш: премь..."", ""— Протесты в Бангладеш: бегство премьер-министра из страны Обстановка по состоянию на 16.00 5 августа 2024 года К логическому завершению подходят демонстрации в Бангладеш: премь..."", ""🇧🇩 Протесты в Бангладеш: бегство премьер-министра из страны Обстановка по состоянию на 16.00 5 августа 2024 года К логическому завершению подходят демонстрации в Бангладеш: прем..."", ""Два самодельных взрывных устройства сработали у резиденции нового главного советника президента Бангладеш Мухаммада Юнуса. Его банк, Grameen Bank, также стал целью атаки. #Азия ..."", ""Среднеазиатов в России заменят мигранты из Бангладеш, Вьетнама и Непала — но уже по визам В ближайшие годы Россия может столкнуться с ростом миграции из стран Юго-Восточной Азии..."", ""🇧🇩 Протесты в Бангладеш: бегство премьер-министра из страны Обстановка по состоянию на 16.00 5 августа 2024 года К логическому завершению подходят демонстрации в Бангладеш: прем..."", ""❗️🇧🇩 Президент Бангладеш объявил о роспуске парламента""]"
prezident,country:Замбия,7,"[""Немного опоздавший гость из Африки Лубинда Хабазока (Замбия) — президент Экономической ассоциации Замбии неожиданными и смелыми аргументами отстаивает многополярность для Африки."", ""Спикер СФ Валентина Матвиенко с официальным визитом в Замбии. Эдгар Чагва Лунгу (президент Замбии): «Я уверен, что если наши люди- русские и замбийцы - будут сплочёнными, то мы ..."", ""Мы прекрасно знаем, как важно \""иностранным инвесторам\"" контролировать то, что происходит у нас в Украине. Периодически для этого приезжают разные советники и проверяющие. Вот и ..."", ""Главное в вечернем обращении Зеленского: 1. Сообщил о докладах главкома Сырского и начальника Генштаба Баргилевича. Ключевые направления – Покровское и остальная Донецкая област..."", ""Лидеры африканских стран спускались в укрытие во время тревоги, сообщает агентство Reuters. Помимо лидера ЮАР Сирила Рамафосы в Киев сегодня также прибыли президенты Замбии, Сен..."", ""Мы прекрасно знаем, как важно \""иностранным инвесторам\"" контролировать то, что происходит у нас в Украине. Периодически для этого приезжают разные советники и проверяющие. Вот и ..."", ""Мы прекрасно знаем, как важно \""иностранным инвесторам\"" контролировать то, что происходит у нас в Украине. Периодически для этого приезжают разные советники и проверяющие. Вот и ...""]"
prezident,country:Сьерра-Леоне,7,"[""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""ЭКОВАС направил делегацию в Сьерра-Леоне после мятежа. Президент Сьерра-Леоне Джулиус Био, в легитимности которого сомневается оппозиция, заявил, что посланцы ЭКОВАС выразили ем..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""📝Рыба гниёт с головы📝 Главный враг лежит в соседней спальне? Президент Сьерра-Леоне Джулиус Маада Био всё чаще берёт на личный контроль борьбу с наркомафией в стране. На первый ..."", ""📝Рыба гниёт с головы📝 Главный враг лежит в соседней спальне? Президент Сьерра-Леоне Джулиус Маада Био всё чаще берёт на личный контроль борьбу с наркомафией в стране. На первый ..."", ""Мы сломаем тебе ноги На видео, распространяемом в социальных сетях, министр северной провинции Сьерра-Леоне, Абу Корома угрожает собравшейся толпе, что участники беспорядков буд..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир...""]"
prezident,country:Бельгия,7,"[""​​Совместный визит министров иностранных дел Бельгии, Нидерландов и Люксембурга в Украину демонстрирует сильный сигнал ее поддержки. Такое заявление сделала вице-премьер-министр..."", ""Геннадий Гудков раскрыл убийство Виталия Шишова по горячим следам: \""Я не думаю, что тут может быть что-то другое, кроме очень веского подозрения в убийстве. Причем ритуальном уб..."", ""Президент Белоруссии Светлана Тихановская проведёт встречу с Президентом Бельгии."", ""Геннадий Гудков написал открытое письмо президенту Бельгии, с просьбой посодействовать освобождению Алексея Навального."", ""Геннадий Гудков сказал, что в России никто не знает, кто в Бельгии президент. Мне очень стыдно, но он прав, только с небольшим добавлением - никто в мире не знает, кто в Бельгии..."", ""Геннадий Гудков сказал, что в России никто не знает, кто в Бельгии президент. Мне очень стыдно, но он прав, только с небольшим добавлением - никто в мире не знает, кто в Бельгии..."", ""Пользуясь случаем пребывания в Бельгии президент Украины Владимир Зеленский заскочил к генсеку НАТО Йенсу Столтенбергу. Главной темой стало «наращивание» Россией военной мощи у ...""]"
prezident,country:Ливан,6,"[""Иран снова закрыл Ормузский пролив Другие новости этого дня: 🟥В Киеве неизвестный открыл стрельбу по прохожим; 🟥Трамп сообщает, что переговоры идут здорово, просто Иран немного ..."", ""🖥️ «Добейте этих ублюдков», — сенатор Грэм призвал США присоединиться к израильской атаке на Ливан. «Господин президент, задействуйте американскую армию вместе с Израилем против..."", ""«Да здравствует Палестина, да здравствует Ливан!»: президент Венесуэлы Мадуро выразил поддержку Ливану после убийства лидера «Хезболлы» Хасана Насраллы"", ""В ходе своего второго после взрыва в порту Бейрута визита в Ливан президент Франции Эмманюэль Макрон перед встречей с руководством страны... пообщался с простыми людьми, что явл..."", ""🇱🇧 В Ливане избрали президента: на сей раз — всего за два года выборов Позавчера в Ливане с 13-й попытки избрали президента — им стал командующий вооруженными силами Жозеф Аун. ..."", ""Исламские страны должны дать ответ на угнетение в секторе Газа, на Западном берегу и в Ливане — президент Турции Реджеп Эрдоган Ну и? Каков ваш следующий шаг в связи с этим мист...""]"
prezident,country:Сингапур,6,"[""Китай возмущен тем, что Макрон связывает оборону Украины с угрозами Тайваню, передает Reuters. Как пишет агентство, Китай назвал «двойными стандартами» попытки увязать защиту Ук..."", ""❗️«ФБК» Навального и «Открытая Россия» Ходорковского, по указанию кураторов из США, активно включились в процессы стимулирования протестов в Белоруссии через раскрученные при те..."", ""Новый пост Павла Дурова: Со времени моего последнего поста и без того массовый приток новых пользователей в Telegram только ускорился. Возможно, мы являемся свидетелями крупнейш..."", ""❗️«ФБК» Навального и «Открытая Россия» Ходорковского, по указанию кураторов из США, активно включились в процессы стимулирования протестов в Белоруссии через раскрученные при те..."", ""Во время сегоднящнего ночного перелёта из Канады в Сингапур самолёт Президента США сделал плановую остановку на базе США Суда (о. Крит, Средиземное море) для дозаправки. Air For..."", ""После бана Трампа в Твиттере, мировые лидеры начали заводить каналы в телеграме почти со скоростью света: Президент Бразилии – @jairbolsonarobrasil Президент Турции – @RTErdogan...""]"
