country,count,post_text_examples
Гамбия,10,"[""Президент Гамбии заявил, что ЛГБТ расшифровывается как «лепра, гонорея, бактерии и туберкулез». Нобелевскую премию этому господину из Гамбии 😀 Наш слон 💪"", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""🇸🇳 О конфликте на юге Сенегала Часть 2 — современная ситуация В 2014 году в «Движении» произошел раскол: часть лидеров согласились на заключение мирного соглашения. Однако воени..."", ""🇸🇳 О конфликте на юге Сенегала Часть 1 – истоки кризиса В 2024 году в Сенегале пройдут президентские выборы. Несмотря на нежелание нынешнего президента Маки Салла высказываться ..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""\""Принуждение к инаугурации\"" На Африку (кроме северной, арабской) всем конечно традиционно плевать, но тем временем международная группировка Африканского союза планирует завтра ..."", ""Коммандос обеспечивают безопасность прибытия президента Гамбии Адама Бэрроу на самолете Cn-235 ВВС Сенегала, в небе кружит боевой самолёт, а вдали завис Ми-17. @new_militarycolu..."", ""🇸🇳 О конфликте на юге Сенегала Часть 2 — современная ситуация В 2014 году в «Движении» произошел раскол: часть лидеров согласились на заключение мирного соглашения. Однако воени..."", ""🇸🇳 О конфликте на юге Сенегала Часть 1 – истоки кризиса В 2024 году в Сенегале пройдут президентские выборы. Несмотря на нежелание нынешнего президента Маки Салла высказываться ..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир...""]"
Замбия,10,"[""Немного опоздавший гость из Африки Лубинда Хабазока (Замбия) — президент Экономической ассоциации Замбии неожиданными и смелыми аргументами отстаивает многополярность для Африки."", ""Тревога на Украине стихла так же внезапно, как началась О прилётах российских ракет сообщений не поступало. Всё говорит о том, что это был очередной дешёвый спектакль для иностр..."", ""Спикер СФ Валентина Матвиенко с официальным визитом в Замбии. Эдгар Чагва Лунгу (президент Замбии): «Я уверен, что если наши люди- русские и замбийцы - будут сплочёнными, то мы ..."", ""Мы прекрасно знаем, как важно \""иностранным инвесторам\"" контролировать то, что происходит у нас в Украине. Периодически для этого приезжают разные советники и проверяющие. Вот и ..."", ""Главное в вечернем обращении Зеленского: 1. Сообщил о докладах главкома Сырского и начальника Генштаба Баргилевича. Ключевые направления – Покровское и остальная Донецкая област..."", ""Лидеры африканских стран спускались в укрытие во время тревоги, сообщает агентство Reuters. Помимо лидера ЮАР Сирила Рамафосы в Киев сегодня также прибыли президенты Замбии, Сен..."", ""Мы прекрасно знаем, как важно \""иностранным инвесторам\"" контролировать то, что происходит у нас в Украине. Периодически для этого приезжают разные советники и проверяющие. Вот и ..."", ""Судя по спешному заявлению, \""атака на Киев\"" является обычной клоунской постановкой под визит президента ЮАР. Расходимся. 😀 Сегодняшняя \""ракетная атака\"" на Киев больше походит на..."", ""Владимир Зеленский заявил, что не понимает логику лидеров африканских стран, планирующих посетить Россию для переговоров. Его слова приводит агентство Reuters. Миротворческая ми..."", ""Мы прекрасно знаем, как важно \""иностранным инвесторам\"" контролировать то, что происходит у нас в Украине. Периодически для этого приезжают разные советники и проверяющие. Вот и ...""]"
Малави,10,"[""\""Самый страшный телохранитель в мире\"" был замечен на церемонии приведения к присяге президента Малави 29-е мая 2019-го года"", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""\""Самый страшный телохранитель в мире\"" был замечен на церемонии приведения к присяге президента Малави 29-е мая 2019-го года"", ""Президент Малави отдал приказ военным готовиться к выводу своих войск из восточной части Демократической республики Конго. Бурунди направила дополнительно 2000 военнослужащих на..."", ""Кортеж президента Малави Питера Мутарики... на зависть Трампу. #Африка @nеw_militarycolumnist"", ""\""Самый страшный телохранитель в мире\"" был замечен на церемонии приведения к присяге президента Малави 29-е мая 2019-го года"", ""\""Самый страшный телохранитель в мире\"" был замечен на церемонии приведения к присяге президента Малави 29-е мая 2019-го года"", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""🇲🇼 Президент Малави: \""Вице-президент, находившийся на борту самолёта, погиб в авиакатастрофе\"" Подписаться на канал""]"
Непал,10,"[""❗️ Офис президента Непала опроверг информацию о его отставке, утверждает India Today со ссылкой на заявление."", ""❗️ Президент Непала Рам Чандра Паудел подал в отставку на фоне беспорядков в стране, сообщает India Today Во вторник Непал погрузился в пучину политических беспорядков после тог..."", ""Коронавирус | Непал | Спутник V Президент Непала обратилась с просьбой к Путину помочь с поставкой \""Спутник V\""."", ""В Катманду протестующие уже подожгли резиденцию премьер-министра, здание парламента, здание окружного суда, офис генерального прокурора (протестующие оптом сжигают уголовные дел..."", ""Президент Непала подал в отставку на фоне беспорядков в стране — протестующие поймали и избили глав МИД и Минфина, а также экс-премьера страны Протесты, начавшиеся в Непале, про..."", ""Повились жуткие кадры последних минут жизни пассажиров разбившегося в Непале самолета Один из пассажиров разбившегося в Непале самолета ATR-72 успел снять последние секунды поле..."", ""❗️Путин выразил соболезнования президенту Непала в связи с крушением самолета под городом Покхар По данным AFP, на месте крушения найдены выжившие. Предположительно, в результат..."", ""Непал готовится к выборам временного правительства В Непале на третий день после переворота обстановка остаётся тихой, но напряжённой. Погромы прекратились, военные патрулируют ..."", ""🇳🇵Chat GPT выбрал премьер-министра в Непале. Им стала 73-летняя Сушила Карки, ранее занимавшая пост главного судьи. Восставшие зумеры, свергнувшие правительство страны, выбрали ..."", ""🇳🇵 Президент Непала уходит в отставку на фоне беспорядков в стране, сообщают местные СМИ Подписаться на канал""]"
Танзания,10,"[""Не веривший в коронавирус президент Танзании Джон Магуфули умер от коронавируса. https://t.me/dimsmirnov175/18918"", ""Песков о возможности личной встречи Путина и президента Танзании после возобновления авиасообщения Решению правительства о возобновлении полетов предшествовала работа санитарных..."", ""Международный ФАН: материалы за день (12 апреля 2021 года) #Чтиво 🕸 В рамках проекта «Сети влияния» авторы Telegram-канала «Рыбарь» @rybar совместно с аналитиками международной ..."", ""​​Африку тоже «встряхнуло» от конфликта. На дипломатическом треке ожидается сдержанность в отношении РФ и нейтралитет (с осуждением выступили лишь Габон, Гана, Кения). Во всяком..."", ""​​🇹🇿 По ту сторону стадии отрицания. О переменах в антикоронавирусной политике Танзании Президент Танзании Джон Магуфули публично признал COVID-19 «проблемой» и распорядился вве..."", ""Президент Танзании решил проверить, насколько эффективны в стране тесты на COVID-19, и отправил в лабораторию образцы, взятые не только у людей, но и у животных с фруктами. Поло..."", ""Бунт? Президент Танзании Магуфули отказался от китайского займа в 10 миллиардов долларов США, который подписал его предшественник, ехидно заметив, что только пьяница мог согласи..."", ""Международный ФАН: материалы за день (20 февраля 2021 года) #Чтиво Лонгриды: 🇹🇿 Почему президент Танзании отрицает коронавирус и молится. Подкасты: 🇾🇪 Colonel Cassad (@boris_roz..."", ""Президент Танзании Джон Магуфули во второй раз объявил страну свободной от коронавируса. Магуфули подчеркнул, что «Бог услышал молитвы» граждан. «Послушайте, здесь никто не носи..."", ""Порадую немного противников карантина: президент Танзании Джон Магуфули решил собственноручно проверить достоверность имеющихся в стране тестов на короновирус и поставил экспери...""]"
Уругвай,10,"[""📋 Сводка значимых военно-политических событий за 2 марта ▪️ В Сирии Сирийская Арабская Армия вернула Саракиб. Туда введены подразделения российской военной полиции. ▪️ НАТО прод..."", ""🇧🇷🇻🇪🇺🇾🇨🇱На Саммите лидеров стран Южной Америки, судя по всему, веселее, чем порой на границе с Техасом. Чего стоит только появление там Николаса Мадуро в декорациях из речей бра..."", ""🇺🇾🇺🇸🇦🇲На Саммит Америк также не приехал президент Уругвая Луис Лакалье Поу. Этот товарищ никаких бойкотов сборищу не объявлял, а сослался на внезапный коронавирус. С одной сторо..."", ""​​🇦🇷🇧🇷🇺🇾🇵🇾 Президент Аргентины назвал Бразилию «угрозой» для всей Южной Америки из-за распространения коронавируса Президент Аргентины Альберто Фернандес заявил в интервью радио..."", ""📋 Сводка значимых военно-политических событий за 2 марта ▪️ В Сирии Сирийская Арабская Армия вернула Саракиб. Туда введены подразделения российской военной полиции. ▪️ НАТО прод..."", ""​​🇺🇾 Новый президент Уругвая вступил в должность и рассказал приоритетах своего правительства Новый президент Уругвая Лакалье По накануне вступил в должность. Таким образом, пре..."", ""📝Главное от Рыбаря📝 дайджест материалов за 3 февраля Украинская энергосистема подверглась мощнейшему удару ракет и беспилотников. Последствия еще предстоит оценить, но прилетов ..."", ""Про диктаторов и военных, а также про то, сколь осторожными нужно быть автократам Хуан Мария Бордаберри стал президентом Уругвая в 1972 году. Борясь с растущей поляризацией обще..."", ""📝Главное от Рыбаря📝 дайджест материалов за 3 февраля Украинская энергосистема подверглась мощнейшему удару ракет и беспилотников. Последствия еще предстоит оценить, но прилетов ..."", ""📋 Сводка значимых военно-политических событий за 2 марта ▪️ В Сирии Сирийская Арабская Армия вернула Саракиб. Туда введены подразделения российской военной полиции. ▪️ НАТО прод...""]"
Эфиопия,10,"[""Президент Эфиопии Тайе Ацке-Селассие прибыл в Москву на празднование 9 мая."", ""🔴🔴🔴🔴🔴🔴 Сегодня в Казани собралось 5,2 миллиарда населения нашей планеты из 8,2 миллиардов. Поэтому не хватает небольшого большинства, надеюсь, и этим прирастём. Очень активно пр..."", ""Роман Антоновский, писатель, публицист, автор Telegram-канала «Сыны Монархии» @SonOfMonarchy Двойные стандарты и фарисейство Запада при оценке тех или иных конфликтов можно увид..."", ""Пора уже привыкнуть к тому, что выдача Нобелевской премии в гуманитарной сфере стала полной профанацией. В литературе давно уже выдают за повесточку, а не за талант. Так, я писа..."", ""С одной стороне, помогать Эфиопии надо. Большая христианская страна вполне могла бы стать верным союзником России между Северной и Черной Африкой. Царская Россия это понимала, п..."", ""Ситуацию в Эфиопии скорее можно наложить на не Сирию, а на настоящее и будущее европейской части бывшего СССР. С известной долей вольности и допущений. Государствообразующие нар..."", ""🛬Александр Лукашенко прилетел в Москву для участия в мероприятиях к 80-летию Победы. Также в столице приземлились лидер Казахстана Касым-Жомарт Токаев и президент Республики Сер..."", ""Сотрудники службы безопасности президента Эфиопии вооружены автоматическими винтовками Tavor израильского производства. @new_militarycolumnist"", ""🇷🇺🇪🇹 Президент Эфиопии прибыл в Россию на празднование 9 мая. Подписаться на канал"", ""🇷🇺🇪🇹 Владимир Путин направил президенту Эфиопии глубокие соболезнования в связи с трагическими последствиями сходов оползней на юге страны Подписаться на канал""]"
Япония,10,"[""Трамп танцует на фоне военных, которым задерживают зарплату. Во время визита на базу Йокосука в Японии президент США Дональд Трамп поднял настроение военнослужащим, станцевав по..."", ""Японское новостное агентство Киодо со ссылкой на источники: Япония и США согласовывают визит Трампа в Токио, он предварительно намечен на 27 октября. Правительства Японии и США ..."", ""🖥️ На вопрос о том, почему союзники должны поддерживать Вашингтон в торговой войне с Китаем, Каролин Левитт ответила, что другие страны сами ищут сотрудничества, поскольку не вы..."", ""❗️США проведут трехсторонний саммит с Южной Кореей и Японией. Президент США Джо Байден примет премьер-министра Японии Кишиду Фумио и президента Южной Кореи Юн Сук Ёля на трехсто..."", ""Песков о сообщениях в японских СМИ о якобы новой японской стратегии по возвращению Курильских островов Не читайте эти СМИ. Во всех странах очень много экстремистов, приверженцев..."", ""УТРЕННИЙ ДАЙДЖЕСТ ➡️ ИНТЕРЕСНОЕ ЗА РУБЕЖОМ • Французская сторона планирует передать Украине шесть истребителей «Mirage 2000-5» с полным обеспечением. Об этом говорится в отчете ..."", ""В рамках своего визита в Японию президент США Дональд Трамп посетил вертолетоносец DDH-184 Kaga (фото 1,2) Сил самообороны Японии, прибыв туда на вертолете VH-60N (фото 3). #Япо..."", ""Внешнеполитический обзор недели Полный текст статьи: http://operline.ru/content/v-mire/vneshnepoliticheskiy-obzor-nedeli.html На внешнеполитическом треке ощущается преддверие гл..."", ""Новая порция хентая из Японии. Президент Украины официально присоединяется к саммиту G7 Кто расшифрует надпись на японском первый — молодец )"", ""Говоря об отношениях с Японией, президент отметил, что Токио присоединился к усилиям по нанесению стратегического поражения России, а это как раз препятствие для продолжения диа...""]"
Великобритания,9,"[""Макрон продолжает позориться в Британии – президент Франции похлопал по спине капитана гвардии и шел впереди короля: «Макрон шел рядом с гренадерской гвардией и впереди короля и..."", ""На фоне прохода танкеров с российской нефтью через Ла-Манш под конвоем фрегата «Адмирал Григорович» с одной стороны можно посетовать, что меры по конвоированию судов и обеспечен..."", ""На фоне прохода танкеров с российской нефтью через Ла-Манш под конвоем фрегата «Адмирал Григорович» с одной стороны можно посетовать, что меры по конвоированию судов и обеспечен..."", ""На фоне прохода танкеров с российской нефтью через Ла-Манш под конвоем фрегата «Адмирал Григорович» с одной стороны можно посетовать, что меры по конвоированию судов и обеспечен..."", ""Блинкен и министр иностранных дел Британии едут в Киев, чтобы озвучить разрешение на дальнобойные удары по РФ, заявляет корреспондент американского издания Axios в Конгрессе. Дж..."", ""⚡️ Удары по России при участии стран Запада означают их прямую войну против России, Москва будет реагировать Об этом заявил президент РФ Владимир Пути Удары по РФ при участии ст..."", ""Удары по РФ при участии стран Запада означают их прямую войну против России, Москва будет реагировать, подчеркнул президент Владимир Путин еще раз объяснил, что за ударами высок..."", ""Зеленский провел телефонные переговоры с новым премьером Британии Президент Украины созвонился с новоиспеченным британским премьер-министром Риши Сунаком. В ходе переговоров лид..."", ""📝На поклон в Лондон📝 Визит Санду в Британию Президент Молдавии Майя Санду посетила Великобританию, где встретилась с королём Чарльзом III, премьер-министром Киром Стармером, а т...""]"
Либерия,9,"[""📺📺 США уже возобновили некоторые поставки вооружений Украине. И другие новости: 🟥Наши парни ночью поразили объекты в Киеве; 🟥Владимир Путин освободил Михаила Богданова от должно..."", ""🖥️ Во время встречи с лидерами африканских стран Дональд Трамп похвалил президента Либерии за великолепный английский и поинтересовался, где тот выучил язык. Казалось бы, станда..."", ""Дальше — еще лучше. Трамп президенту Либерии: «Вы очень хорошо говорите по-английски. Где вы его выучили?» (Английский — официальный язык Либерии). Причём страну основали соотеч..."", ""​​🇱🇷 «Право на секс». Об эпидемии изнасилований в Либерии Правительство Либерии объявило захлестнувшую страну эпидемию изнасилований чрезвычайной ситуацией национального масштаб..."", ""🇺🇦Новое видео Зеленского. Раскритиковал Генри Киссинджера, сказал, что призывающие договориться мыслят категориями Мюнхенского сговора. Также похвастался международными перегово..."", ""Лидеры африканских стран на приёме у властелина полумира. «У нас очень плотное расписание. Было бы отлично если вы просто назовёте названия ваших стран». После этого Трамп спрос..."", ""Очень интересная смена риторики Зеленского - из \""западопоконной\"" на обиженную. По сути, именно он сейчас выступает в качестве разжигателя Третьей Мировой, критикуя мирные инициа..."", ""📝Африканские приключения Тима Спайсера и Co📝 За последние три десятилетия британские частные разведывательные и политтехнологические структуры неоднократно вмешивались в африкан..."", ""Трамп показал скудоумие на встрече с президентом Либерии Он, похоже, вообще к таким встречам не готовится. Даже в Википедии хотя бы вводную часть не читает. - Вы очень хорошо ра...""]"
Намибия,9,"[""Президент Намибии дает по лицу немецкому послу мокрой тряпкой"", ""❗️Владимир Путин выразил соболезнования в связи со смертью президента Намибии. Ранее стало известно, что Хаге Готфрид Гейнгоб умер в возрасте 82 лет. В январе в канцелярии прези..."", ""Заявления президента Намибии Хаге Гейнгоба в интервью ТАСС: 📌Второй саммит Россия — Африка, который пройдет в июле в Санкт-Петербурге, поможет сторонам укрепить отношения, а так..."", ""Для стенающих по 20 миллиардам долларов, прощеным странам Африки, я проведу ликбез. Во-первых, эти 20 миллиардов по сути воздух, это советские долги. Их дал СССР давно несуществ..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""Посол Германии в Намибии пожаловался президенту Намибии Хаге Гейнгобу на засилье китайцев в стране и узнал о европейцах много нового: В Намибии, например, проживает китайцев в 4..."", ""Авиадиспетчер из Бостона Марк Шили прислал для читателей канала Operline.ru выписку из заявки на перелет с полетным планом Namibian Аir Force One (это самолёт, который перевозит..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир...""]"
Албания,8,"[""The Guardian: Экс-мэр Нью-Йорка получил гражданство Албании — пока в США его преследовали, Балканы приютили Бывший мэр Нью-Йорка Эрик Адамс, чья политическая карьера рухнула под..."", ""🔺Дайджест основных событий в Центральной Азии за неделю: 🇹🇯 В Душанбе прошёл военный парад в честь 32-й годовщины Государственной независимости и 30-й годовщины образования воор..."", ""🇦🇱 🇽🇰 Хашим Тачи был радушно принят в Албании Лидер Косово посетил Тирану с официальным визитом, в ходе которого провёл встречи с президентом и премьер-министром страны. Договор..."", ""🇦🇱 Первоисточником новости про переселение 30 тысяч беженцев из Турции выступил самый популярный телеканал Албании Top Channel. Кроме того, на телеканале сообщили, что с прошлог..."", ""Трамп уже забыл, что встречался с императором Камбоджи Пашиняном и президентом Албании Алиевым. Помнит только, что закончил семь войн."", ""Интересное такое видео прокатилось со встречи Эрдогана с Макроном на полях европейского саммита в Албании. Президент Турции во время рукопожатия схватил президента Франции за па..."", ""Президент Албании утвердил протокол о военном сотрудничестве с Турцией. В рамках соглашения, в том числе, будет субсидировано приобретение товаров военного назначения турецкого ..."", ""В Албании прошли протесты в поддержку непризнанной республики Косово — митингующие собрались у посольства Сербии В столице Албании напротив сербского посольства прошла акция в п...""]"
Бельгия,8,"[""​​Совместный визит министров иностранных дел Бельгии, Нидерландов и Люксембурга в Украину демонстрирует сильный сигнал ее поддержки. Такое заявление сделала вице-премьер-министр..."", ""Геннадий Гудков раскрыл убийство Виталия Шишова по горячим следам: \""Я не думаю, что тут может быть что-то другое, кроме очень веского подозрения в убийстве. Причем ритуальном уб..."", ""Президент Бельгии жёстко раскритиковал пресс-конференцию Президента России Владимира Путина, прошедшую сразу после российско-американского саммита."", ""Служба охраны не пропустила Президента Бельгии на виллу, где проходит официальная встреча Путин - Байден."", ""Президент Белоруссии Светлана Тихановская проведёт встречу с Президентом Бельгии."", ""Геннадий Гудков написал открытое письмо президенту Бельгии, с просьбой посодействовать освобождению Алексея Навального."", ""Геннадий Гудков сказал, что в России никто не знает, кто в Бельгии президент. Мне очень стыдно, но он прав, только с небольшим добавлением - никто в мире не знает, кто в Бельгии..."", ""Пользуясь случаем пребывания в Бельгии президент Украины Владимир Зеленский заскочил к генсеку НАТО Йенсу Столтенбергу. Главной темой стало «наращивание» Россией военной мощи у ...""]"
Бурунди,8,"[""Заявления Путина на встрече с президентом Бурунди: 📌Мы рассматриваем Бурунди как надежного партнера. В этом году мы отметили 60-летие установления дипломатических отношений. 📌По..."", ""Сергея Лаврова принимает Президент Бурунди"", ""Африка скорбит с нами. Докладывает Африканская инициатива Жители Буркина-Фасо вышли на улицы, чтобы выразить соболезнования жертвам теракта. «Я выражаю соболезнования всем семья..."", ""Премьер-министр Габона, министр иностранных дел Конго, глава правительства Камеруна и президент Бурунди прибыли сегодня в столицу Центральноафриканской республики город Банги дл..."", ""🌍🇷🇺 Переговоры Владимира Путина с африканскими лидерами на саммите «Россия-Африка 2023» 🔻Основные тезисы переговоров: ▪️Президент Зимбабве Эммерсон Мнангагва поддержал специальн..."", ""Сегодняшний график Путина на саммите Россия-Африка: ✔️ Встреча с президентом Коморских островов. ✔️ Пленарная сессия Экономического и гуманитарного форума с большим выступлением..."", ""Президент Бурунди Эварист Ндайишимийе вместе с делегацией прибыл на саммит Россия — Африка в Санкт-Петербург, передает наш корреспондент."", ""Министр иностранных дел России Сергей Лавров проводит переговоры с главой МИД Бурунди Альбером Шингиро в бурундийском городе Бужумбура. Встреча началась без вступительных слов м...""]"
Сьерра-Леоне,8,"[""✔️Что такое Сьерра-Леоне? Расположенная в Африке бывшая британская колония. Беднейшее государство, которое ООН включает в список наименее развитых. Сьерра-Леоне занимает 112-е м..."", ""✔️Что такое Сьерра-Леоне? Расположенная в Африке бывшая британская колония. Беднейшее государство, которое ООН включает в список наименее развитых. Сьерра-Леоне занимает 112-е м..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""ЭКОВАС направил делегацию в Сьерра-Леоне после мятежа. Президент Сьерра-Леоне Джулиус Био, в легитимности которого сомневается оппозиция, заявил, что посланцы ЭКОВАС выразили ем..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""📝Рыба гниёт с головы📝 Главный враг лежит в соседней спальне? Президент Сьерра-Леоне Джулиус Маада Био всё чаще берёт на личный контроль борьбу с наркомафией в стране. На первый ..."", ""Мы сломаем тебе ноги На видео, распространяемом в социальных сетях, министр северной провинции Сьерра-Леоне, Абу Корома угрожает собравшейся толпе, что участники беспорядков буд..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир...""]"
о-в Рождества,8,"[""🌐 ИНОСМИ: ТАКАЯ ПРОПАГАНДА Запад почти истерично «ставит крест» на наших вооружённых силах, ищет подвохи в рождественских заявлениях президента России, и бдительно следит за Рос..."", ""🌐 ИНОСМИ: ТАКАЯ ПРОПАГАНДА Запад почти истерично «ставит крест» на наших вооружённых силах, ищет подвохи в рождественских заявлениях президента России, и бдительно следит за Рос..."", ""Мудачье из «Секты свидетелей массовки Путина» раз за разом наступает на одни и те же грабли, публикуя одни и те же фото одинаковых людей в окружении президента. Дескать, на разн..."", ""‼️☦️ Рождество президент встретил вместе с семьями военных в храме Спаса Нерукотворного в Ново-Огарёве ▪️Путин также поздравил православных христиан, всех граждан России, праздн..."", ""Мудачье из «Секты свидетелей массовки Путина» раз за разом наступает на одни и те же грабли, публикуя одни и те же фото одинаковых людей в окружении президента. Дескать, на разн..."", ""Мудачье из «Секты свидетелей массовки Путина» раз за разом наступает на одни и те же грабли, публикуя одни и те же фото одинаковых людей в окружении президента. Дескать, на разн..."", ""Федеральный Центр обеспокоен ситуацией в социальной сфере Башкирии, потому дали слово главе республики на совещании в дистанционном формате с участием Путина перед Рождеством. П..."", ""Трамп нанес необъявленный визит в Ирак на Рождество. «Президент Трамп и первая леди отправились в Ирак поздней рождественской ночью, чтобы посетить наши войска и высокое военное...""]"
